,year,month,tmax,tmin,af,rain,sun,station,day,datetime
20760,1854.0,12.0,8.3,2.1,8.0,30.7,,oxford,1,1854-12-01
20761,1855.0,1.0,4.4,-0.4,18.0,6.9,,oxford,1,1855-01-01
20762,1855.0,2.0,1.7,-4.5,20.0,33.7,,oxford,1,1855-02-01
20763,1855.0,3.0,7.7,0.1,15.0,56.0,,oxford,1,1855-03-01
20764,1855.0,4.0,13.0,2.7,9.0,10.6,,oxford,1,1855-04-01
20765,1855.0,5.0,15.0,4.9,3.0,45.1,,oxford,1,1855-05-01
20766,1855.0,6.0,19.4,9.3,0.0,60.0,,oxford,1,1855-06-01
20767,1855.0,7.0,22.8,13.4,0.0,129.3,,oxford,1,1855-07-01
20768,1855.0,8.0,21.7,12.2,0.0,42.6,,oxford,1,1855-08-01
20769,1855.0,9.0,19.0,10.4,0.0,59.7,,oxford,1,1855-09-01
20770,1855.0,10.0,14.0,8.2,0.0,143.1,,oxford,1,1855-10-01
20771,1855.0,11.0,7.9,3.4,4.0,25.2,,oxford,1,1855-11-01
20772,1855.0,12.0,5.7,-0.1,13.0,28.1,,oxford,1,1855-12-01
20773,1856.0,1.0,6.8,2.0,10.0,74.7,,oxford,1,1856-01-01
20774,1856.0,2.0,8.2,3.0,8.0,33.4,,oxford,1,1856-02-01
20775,1856.0,3.0,7.9,0.6,11.0,23.9,,oxford,1,1856-03-01
20776,1856.0,4.0,12.9,4.1,2.0,64.9,,oxford,1,1856-04-01
20777,1856.0,5.0,14.0,5.7,2.0,110.1,,oxford,1,1856-05-01
20778,1856.0,6.0,20.2,9.5,0.0,64.8,,oxford,1,1856-06-01
20779,1856.0,7.0,22.2,11.3,0.0,15.8,,oxford,1,1856-07-01
20780,1856.0,8.0,22.7,12.5,0.0,81.8,,oxford,1,1856-08-01
20781,1856.0,9.0,16.8,8.5,0.0,80.3,,oxford,1,1856-09-01
20782,1856.0,10.0,13.9,6.9,1.0,60.3,,oxford,1,1856-10-01
20783,1856.0,11.0,8.1,2.3,8.0,24.2,,oxford,1,1856-11-01
20784,1856.0,12.0,7.3,1.4,12.0,52.0,,oxford,1,1856-12-01
20785,1857.0,1.0,5.1,-0.6,17.0,80.7,,oxford,1,1857-01-01
20786,1857.0,2.0,7.6,0.4,11.0,8.2,,oxford,1,1857-02-01
20787,1857.0,3.0,9.1,1.8,10.0,39.2,,oxford,1,1857-03-01
20788,1857.0,4.0,11.9,3.7,3.0,51.3,,oxford,1,1857-04-01
20789,1857.0,5.0,16.5,6.3,4.0,30.3,,oxford,1,1857-05-01
20790,1857.0,6.0,22.0,10.6,0.0,77.0,,oxford,1,1857-06-01
20791,1857.0,7.0,22.0,12.7,0.0,80.5,,oxford,1,1857-07-01
20792,1857.0,8.0,22.8,13.2,0.0,93.5,,oxford,1,1857-08-01
20793,1857.0,9.0,19.0,11.2,0.0,99.0,,oxford,1,1857-09-01
20794,1857.0,10.0,14.6,7.8,0.0,116.3,,oxford,1,1857-10-01
20795,1857.0,11.0,10.2,4.5,2.0,42.6,,oxford,1,1857-11-01
20796,1857.0,12.0,9.6,4.5,3.0,16.8,,oxford,1,1857-12-01
20797,1858.0,1.0,6.4,-0.1,20.0,17.3,,oxford,1,1858-01-01
20798,1858.0,2.0,4.7,-1.2,18.0,45.0,,oxford,1,1858-02-01
20799,1858.0,3.0,9.4,1.1,12.0,20.4,,oxford,1,1858-03-01
20800,1858.0,4.0,13.1,4.0,2.0,90.1,,oxford,1,1858-04-01
20801,1858.0,5.0,15.9,6.2,0.0,59.5,,oxford,1,1858-05-01
20802,1858.0,6.0,23.6,11.9,0.0,40.4,,oxford,1,1858-06-01
20803,1858.0,7.0,20.8,10.6,0.0,58.3,,oxford,1,1858-07-01
20804,1858.0,8.0,21.4,11.3,0.0,36.4,,oxford,1,1858-08-01
20805,1858.0,9.0,19.5,11.2,0.0,63.4,,oxford,1,1858-09-01
20806,1858.0,10.0,13.4,6.9,0.0,50.4,,oxford,1,1858-10-01
20807,1858.0,11.0,7.4,0.8,12.0,17.9,,oxford,1,1858-11-01
20808,1858.0,12.0,7.2,2.4,2.0,54.5,,oxford,1,1858-12-01
20809,1859.0,1.0,7.5,1.8,9.0,20.8,,oxford,1,1859-01-01
20810,1859.0,2.0,9.4,2.7,5.0,43.1,,oxford,1,1859-02-01
20811,1859.0,3.0,11.2,4.7,4.0,38.2,,oxford,1,1859-03-01
20812,1859.0,4.0,12.3,3.5,8.0,63.9,,oxford,1,1859-04-01
20813,1859.0,5.0,16.6,6.7,0.0,47.3,,oxford,1,1859-05-01
20814,1859.0,6.0,20.7,11.1,0.0,57.4,,oxford,1,1859-06-01
20815,1859.0,7.0,25.1,13.7,0.0,71.2,,oxford,1,1859-07-01
20816,1859.0,8.0,21.8,12.5,0.0,97.2,,oxford,1,1859-08-01
20817,1859.0,9.0,17.4,9.4,0.0,89.8,,oxford,1,1859-09-01
20818,1859.0,10.0,13.7,6.6,6.0,76.3,,oxford,1,1859-10-01
20819,1859.0,11.0,8.5,1.5,8.0,52.8,,oxford,1,1859-11-01
20820,1859.0,12.0,5.0,-1.1,14.0,46.6,,oxford,1,1859-12-01
20821,1860.0,1.0,6.8,0.8,12.0,82.8,,oxford,1,1860-01-01
20822,1860.0,2.0,5.2,-1.6,20.0,32.6,,oxford,1,1860-02-01
20823,1860.0,3.0,8.4,1.9,8.0,48.4,,oxford,1,1860-03-01
20824,1860.0,4.0,10.6,1.7,5.0,14.8,,oxford,1,1860-04-01
20825,1860.0,5.0,17.0,7.7,0.0,70.9,,oxford,1,1860-05-01
20826,1860.0,6.0,17.0,9.5,0.0,129.8,,oxford,1,1860-06-01
20827,1860.0,7.0,19.3,10.3,0.0,60.8,,oxford,1,1860-07-01
20828,1860.0,8.0,17.9,10.9,0.0,96.7,,oxford,1,1860-08-01
20829,1860.0,9.0,15.6,7.0,0.0,64.0,,oxford,1,1860-09-01
20830,1860.0,10.0,13.4,7.3,1.0,39.9,,oxford,1,1860-10-01
20831,1860.0,11.0,7.4,2.1,2.0,82.1,,oxford,1,1860-11-01
20832,1860.0,12.0,4.4,,,66.6,,oxford,1,1860-12-01
20833,1861.0,1.0,3.8,-0.7,16.0,16.8,,oxford,1,1861-01-01
20834,1861.0,2.0,7.9,3.1,4.0,48.0,,oxford,1,1861-02-01
20835,1861.0,3.0,10.1,3.4,1.0,43.1,,oxford,1,1861-03-01
20836,1861.0,4.0,11.8,3.0,5.0,17.7,,oxford,1,1861-04-01
20837,1861.0,5.0,16.1,6.5,1.0,34.9,,oxford,1,1861-05-01
20838,1861.0,6.0,20.0,11.2,0.0,79.9,,oxford,1,1861-06-01
20839,1861.0,7.0,19.7,12.0,0.0,130.8,,oxford,1,1861-07-01
20840,1861.0,8.0,21.6,12.7,0.0,15.1,,oxford,1,1861-08-01
20841,1861.0,9.0,17.9,9.9,0.0,49.6,,oxford,1,1861-09-01
20842,1861.0,10.0,16.2,9.5,0.0,40.8,,oxford,1,1861-10-01
20843,1861.0,11.0,8.4,1.6,10.0,78.4,,oxford,1,1861-11-01
20844,1861.0,12.0,7.0,1.5,12.0,41.9,,oxford,1,1861-12-01
20845,1862.0,1.0,6.6,2.2,8.0,62.2,,oxford,1,1862-01-01
20846,1862.0,2.0,7.3,3.4,4.0,7.3,,oxford,1,1862-02-01
20847,1862.0,3.0,9.4,3.9,4.0,138.9,,oxford,1,1862-03-01
20848,1862.0,4.0,12.9,6.2,4.0,57.6,,oxford,1,1862-04-01
20849,1862.0,5.0,17.6,9.2,0.0,95.5,,oxford,1,1862-05-01
20850,1862.0,6.0,18.1,9.6,0.0,56.8,,oxford,1,1862-06-01
20851,1862.0,7.0,19.9,10.6,0.0,44.8,,oxford,1,1862-07-01
20852,1862.0,8.0,20.0,10.5,0.0,44.7,,oxford,1,1862-08-01
20853,1862.0,9.0,18.2,9.9,0.0,55.1,,oxford,1,1862-09-01
20854,1862.0,10.0,14.5,7.6,1.0,73.1,,oxford,1,1862-10-01
20855,1862.0,11.0,6.7,0.4,14.0,25.3,,oxford,1,1862-11-01
20856,1862.0,12.0,9.2,3.8,0.0,36.0,,oxford,1,1862-12-01
20857,1863.0,1.0,7.7,2.5,2.0,82.1,,oxford,1,1863-01-01
20858,1863.0,2.0,9.1,2.7,7.0,17.1,,oxford,1,1863-02-01
20859,1863.0,3.0,10.8,1.9,9.0,17.3,,oxford,1,1863-03-01
20860,1863.0,4.0,14.2,4.7,2.0,35.5,,oxford,1,1863-04-01
20861,1863.0,5.0,16.4,6.0,0.0,23.2,,oxford,1,1863-05-01
20862,1863.0,6.0,19.3,9.6,0.0,86.6,,oxford,1,1863-06-01
20863,1863.0,7.0,21.8,9.5,0.0,17.0,,oxford,1,1863-07-01
20864,1863.0,8.0,21.2,11.9,0.0,67.1,,oxford,1,1863-08-01
20865,1863.0,9.0,15.8,7.6,0.0,70.3,,oxford,1,1863-09-01
20866,1863.0,10.0,14.1,7.0,2.0,75.5,,oxford,1,1863-10-01
20867,1863.0,11.0,10.3,4.6,6.0,51.1,,oxford,1,1863-11-01
20868,1863.0,12.0,9.1,3.3,6.0,27.7,,oxford,1,1863-12-01
20869,1864.0,1.0,4.8,-0.2,13.0,25.0,,oxford,1,1864-01-01
20870,1864.0,2.0,5.5,0.0,16.0,36.9,,oxford,1,1864-02-01
20871,1864.0,3.0,9.6,1.4,8.0,62.7,,oxford,1,1864-03-01
20872,1864.0,4.0,14.2,4.3,0.0,41.4,,oxford,1,1864-04-01
20873,1864.0,5.0,18.2,7.9,0.0,54.8,,oxford,1,1864-05-01
20874,1864.0,6.0,19.8,9.8,0.0,25.6,,oxford,1,1864-06-01
20875,1864.0,7.0,22.8,10.3,0.0,12.0,,oxford,1,1864-07-01
20876,1864.0,8.0,21.0,8.8,0.0,19.8,,oxford,1,1864-08-01
20877,1864.0,9.0,18.3,9.4,0.0,74.9,,oxford,1,1864-09-01
20878,1864.0,10.0,13.6,6.8,0.0,39.8,,oxford,1,1864-10-01
20879,1864.0,11.0,8.9,2.0,8.0,59.4,,oxford,1,1864-11-01
20880,1864.0,12.0,5.6,1.3,13.0,9.5,,oxford,1,1864-12-01
20881,1865.0,1.0,4.7,-0.9,14.0,78.1,,oxford,1,1865-01-01
20882,1865.0,2.0,5.0,0.2,13.0,52.9,,oxford,1,1865-02-01
20883,1865.0,3.0,6.0,-0.2,13.0,24.9,,oxford,1,1865-03-01
20884,1865.0,4.0,17.2,5.4,3.0,23.3,,oxford,1,1865-04-01
20885,1865.0,5.0,18.4,8.1,0.0,55.8,,oxford,1,1865-05-01
20886,1865.0,6.0,21.9,10.8,0.0,89.1,,oxford,1,1865-06-01
20887,1865.0,7.0,22.3,12.5,0.0,71.1,,oxford,1,1865-07-01
20888,1865.0,8.0,20.0,10.8,0.0,79.0,,oxford,1,1865-08-01
20889,1865.0,9.0,22.3,10.9,0.0,4.7,,oxford,1,1865-09-01
20890,1865.0,10.0,14.6,6.1,0.0,137.7,,oxford,1,1865-10-01
20891,1865.0,11.0,10.3,4.0,6.0,65.7,,oxford,1,1865-11-01
20892,1865.0,12.0,8.4,3.4,4.0,49.8,,oxford,1,1865-12-01
20893,1866.0,1.0,8.6,3.4,5.0,73.1,,oxford,1,1866-01-01
20894,1866.0,2.0,7.9,1.3,11.0,73.2,,oxford,1,1866-02-01
20895,1866.0,3.0,8.4,1.8,9.0,42.7,,oxford,1,1866-03-01
20896,1866.0,4.0,13.6,4.7,3.0,52.2,,oxford,1,1866-04-01
20897,1866.0,5.0,15.7,4.8,2.0,42.6,,oxford,1,1866-05-01
20898,1866.0,6.0,21.9,11.1,0.0,81.7,,oxford,1,1866-06-01
20899,1866.0,7.0,21.7,11.2,0.0,50.4,,oxford,1,1866-07-01
20900,1866.0,8.0,19.8,11.3,0.0,75.1,,oxford,1,1866-08-01
20901,1866.0,9.0,17.0,10.3,0.0,145.4,,oxford,1,1866-09-01
20902,1866.0,10.0,14.2,8.0,0.0,53.4,,oxford,1,1866-10-01
20903,1866.0,11.0,10.7,3.7,7.0,38.8,,oxford,1,1866-11-01
20904,1866.0,12.0,9.2,3.3,7.0,51.6,,oxford,1,1866-12-01
20905,1867.0,1.0,4.6,-1.1,18.0,65.8,,oxford,1,1867-01-01
20906,1867.0,2.0,10.1,4.4,1.0,39.3,,oxford,1,1867-02-01
20907,1867.0,3.0,6.0,0.5,16.0,73.4,,oxford,1,1867-03-01
20908,1867.0,4.0,14.0,6.6,0.0,66.1,,oxford,1,1867-04-01
20909,1867.0,5.0,16.8,6.8,3.0,63.9,,oxford,1,1867-05-01
20910,1867.0,6.0,20.0,9.6,0.0,49.1,,oxford,1,1867-06-01
20911,1867.0,7.0,20.3,10.5,0.0,99.7,,oxford,1,1867-07-01
20912,1867.0,8.0,21.5,11.8,0.0,60.8,,oxford,1,1867-08-01
20913,1867.0,9.0,18.4,9.6,0.0,41.6,,oxford,1,1867-09-01
20914,1867.0,10.0,13.5,6.3,1.0,72.5,,oxford,1,1867-10-01
20915,1867.0,11.0,8.4,1.6,10.0,24.4,,oxford,1,1867-11-01
20916,1867.0,12.0,6.2,0.1,18.0,35.7,,oxford,1,1867-12-01
20917,1868.0,1.0,5.9,1.7,11.0,87.2,,oxford,1,1868-01-01
20918,1868.0,2.0,9.8,3.3,5.0,42.3,,oxford,1,1868-02-01
20919,1868.0,3.0,11.1,2.9,6.0,38.7,,oxford,1,1868-03-01
20920,1868.0,4.0,14.1,4.6,5.0,39.7,,oxford,1,1868-04-01
20921,1868.0,5.0,20.4,7.8,0.0,14.9,,oxford,1,1868-05-01
20922,1868.0,6.0,23.6,9.4,0.0,23.6,,oxford,1,1868-06-01
20923,1868.0,7.0,25.8,12.7,0.0,47.5,,oxford,1,1868-07-01
20924,1868.0,8.0,22.1,12.5,0.0,85.8,,oxford,1,1868-08-01
20925,1868.0,9.0,19.7,9.4,0.0,101.3,,oxford,1,1868-09-01
20926,1868.0,10.0,12.7,5.0,3.0,57.0,,oxford,1,1868-10-01
20927,1868.0,11.0,7.9,2.6,7.0,30.7,,oxford,1,1868-11-01
20928,1868.0,12.0,10.4,5.2,2.0,105.3,,oxford,1,1868-12-01
20929,1869.0,1.0,8.2,3.0,5.0,96.3,,oxford,1,1869-01-01
20930,1869.0,2.0,10.5,5.1,1.0,55.2,,oxford,1,1869-02-01
20931,1869.0,3.0,7.1,1.1,10.0,33.1,,oxford,1,1869-03-01
20932,1869.0,4.0,16.0,6.0,0.0,29.8,,oxford,1,1869-04-01
20933,1869.0,5.0,15.5,6.5,0.0,75.9,,oxford,1,1869-05-01
20934,1869.0,6.0,18.9,8.8,0.0,36.2,,oxford,1,1869-06-01
20935,1869.0,7.0,24.1,12.4,0.0,27.0,,oxford,1,1869-07-01
20936,1869.0,8.0,21.5,10.7,0.0,33.6,,oxford,1,1869-08-01
20937,1869.0,9.0,19.0,11.3,0.0,112.1,,oxford,1,1869-09-01
20938,1869.0,10.0,13.9,6.1,4.0,28.1,,oxford,1,1869-10-01
20939,1869.0,11.0,10.0,3.2,8.0,61.3,,oxford,1,1869-11-01
20940,1869.0,12.0,5.6,1.0,9.0,87.5,,oxford,1,1869-12-01
20941,1870.0,1.0,5.9,1.3,10.0,30.2,,oxford,1,1870-01-01
20942,1870.0,2.0,5.1,0.8,13.0,48.7,,oxford,1,1870-02-01
20943,1870.0,3.0,8.3,1.5,13.0,42.6,,oxford,1,1870-03-01
20944,1870.0,4.0,15.6,3.7,4.0,13.5,,oxford,1,1870-04-01
20945,1870.0,5.0,18.0,6.3,2.0,26.3,,oxford,1,1870-05-01
20946,1870.0,6.0,22.3,11.2,0.0,17.3,,oxford,1,1870-06-01
20947,1870.0,7.0,24.9,13.0,0.0,22.6,,oxford,1,1870-07-01
20948,1870.0,8.0,21.4,10.6,0.0,59.8,,oxford,1,1870-08-01
20949,1870.0,9.0,18.3,8.2,0.0,33.8,,oxford,1,1870-09-01
20950,1870.0,10.0,14.1,6.7,0.0,74.6,,oxford,1,1870-10-01
20951,1870.0,11.0,8.3,2.1,10.0,29.6,,oxford,1,1870-11-01
20952,1870.0,12.0,3.2,-2.3,19.0,50.9,,oxford,1,1870-12-01
20953,1871.0,1.0,2.7,-1.2,20.0,28.2,,oxford,1,1871-01-01
20954,1871.0,2.0,9.0,3.8,4.0,25.1,,oxford,1,1871-02-01
20955,1871.0,3.0,11.9,3.2,4.0,24.3,,oxford,1,1871-03-01
20956,1871.0,4.0,13.8,5.3,4.0,67.1,,oxford,1,1871-04-01
20957,1871.0,5.0,17.0,5.8,0.0,11.0,,oxford,1,1871-05-01
20958,1871.0,6.0,17.5,9.0,0.0,81.3,,oxford,1,1871-06-01
20959,1871.0,7.0,21.1,11.9,0.0,96.3,,oxford,1,1871-07-01
20960,1871.0,8.0,23.8,12.0,0.0,13.0,,oxford,1,1871-08-01
20961,1871.0,9.0,17.9,9.6,0.0,118.8,,oxford,1,1871-09-01
20962,1871.0,10.0,14.1,6.0,2.0,30.4,,oxford,1,1871-10-01
20963,1871.0,11.0,6.4,0.2,14.0,18.4,,oxford,1,1871-11-01
20964,1871.0,12.0,6.0,0.9,12.0,27.4,,oxford,1,1871-12-01
20965,1872.0,1.0,7.9,2.6,5.0,103.7,,oxford,1,1872-01-01
20966,1872.0,2.0,10.1,4.7,0.0,38.6,,oxford,1,1872-02-01
20967,1872.0,3.0,11.2,3.6,8.0,49.1,,oxford,1,1872-03-01
20968,1872.0,4.0,13.9,4.5,2.0,48.0,,oxford,1,1872-04-01
20969,1872.0,5.0,15.2,5.9,1.0,65.2,,oxford,1,1872-05-01
20970,1872.0,6.0,20.4,10.2,0.0,74.1,,oxford,1,1872-06-01
20971,1872.0,7.0,23.7,12.9,0.0,75.9,,oxford,1,1872-07-01
20972,1872.0,8.0,21.0,11.3,0.0,30.1,,oxford,1,1872-08-01
20973,1872.0,9.0,18.3,10.0,0.0,25.5,,oxford,1,1872-09-01
20974,1872.0,10.0,12.6,5.2,1.0,74.4,,oxford,1,1872-10-01
20975,1872.0,11.0,10.1,4.6,1.0,80.8,,oxford,1,1872-11-01
20976,1872.0,12.0,7.9,3.5,6.0,96.9,,oxford,1,1872-12-01
20977,1873.0,1.0,7.8,3.2,9.0,56.3,,oxford,1,1873-01-01
20978,1873.0,2.0,4.2,-0.1,13.0,40.9,,oxford,1,1873-02-01
20979,1873.0,3.0,9.7,2.2,3.0,60.1,,oxford,1,1873-03-01
20980,1873.0,4.0,12.8,3.9,3.0,12.2,,oxford,1,1873-04-01
20981,1873.0,5.0,16.1,5.4,1.0,59.3,,oxford,1,1873-05-01
20982,1873.0,6.0,20.0,10.3,0.0,70.7,,oxford,1,1873-06-01
20983,1873.0,7.0,22.6,11.8,0.0,57.3,,oxford,1,1873-07-01
20984,1873.0,8.0,21.6,12.6,0.0,66.8,,oxford,1,1873-08-01
20985,1873.0,9.0,16.9,7.8,0.0,45.9,,oxford,1,1873-09-01
20986,1873.0,10.0,12.9,4.7,6.0,68.6,,oxford,1,1873-10-01
20987,1873.0,11.0,9.6,3.8,4.0,43.7,,oxford,1,1873-11-01
20988,1873.0,12.0,7.3,2.1,10.0,12.3,,oxford,1,1873-12-01
20989,1874.0,1.0,8.6,3.0,6.0,58.8,,oxford,1,1874-01-01
20990,1874.0,2.0,7.1,1.0,12.0,43.2,,oxford,1,1874-02-01
20991,1874.0,3.0,11.0,3.1,8.0,15.8,,oxford,1,1874-03-01
20992,1874.0,4.0,15.7,5.4,1.0,32.5,,oxford,1,1874-04-01
20993,1874.0,5.0,15.7,6.0,1.0,39.7,,oxford,1,1874-05-01
20994,1874.0,6.0,20.4,9.0,0.0,17.6,,oxford,1,1874-06-01
20995,1874.0,7.0,25.3,11.8,0.0,12.8,,oxford,1,1874-07-01
20996,1874.0,8.0,21.2,11.2,0.0,45.9,,oxford,1,1874-08-01
20997,1874.0,9.0,18.6,10.4,0.0,85.7,,oxford,1,1874-09-01
20998,1874.0,10.0,14.7,7.8,0.0,80.0,,oxford,1,1874-10-01
20999,1874.0,11.0,8.7,2.5,9.0,64.6,,oxford,1,1874-11-01
21000,1874.0,12.0,3.5,-2.3,22.0,46.8,,oxford,1,1874-12-01
21001,1875.0,1.0,9.3,4.9,2.0,90.4,,oxford,1,1875-01-01
21002,1875.0,2.0,4.5,-0.4,20.0,37.3,,oxford,1,1875-02-01
21003,1875.0,3.0,8.6,2.4,9.0,28.5,,oxford,1,1875-03-01
21004,1875.0,4.0,13.4,3.5,3.0,37.6,,oxford,1,1875-04-01
21005,1875.0,5.0,18.3,7.8,0.0,45.1,,oxford,1,1875-05-01
21006,1875.0,6.0,20.6,10.5,0.0,75.8,,oxford,1,1875-06-01
21007,1875.0,7.0,19.9,11.1,0.0,119.2,,oxford,1,1875-07-01
21008,1875.0,8.0,21.9,12.8,0.0,45.9,,oxford,1,1875-08-01
21009,1875.0,9.0,20.1,11.4,0.0,51.9,,oxford,1,1875-09-01
21010,1875.0,10.0,12.6,6.4,0.0,192.9,,oxford,1,1875-10-01
21011,1875.0,11.0,8.4,3.6,5.0,97.2,,oxford,1,1875-11-01
21012,1875.0,12.0,6.2,2.4,9.0,22.5,,oxford,1,1875-12-01
21013,1876.0,1.0,5.5,0.6,14.0,43.9,,oxford,1,1876-01-01
21014,1876.0,2.0,8.1,3.0,5.0,72.8,,oxford,1,1876-02-01
21015,1876.0,3.0,8.6,1.9,8.0,87.4,,oxford,1,1876-03-01
21016,1876.0,4.0,13.0,4.8,2.0,73.3,,oxford,1,1876-04-01
21017,1876.0,5.0,15.4,4.7,1.0,20.4,,oxford,1,1876-05-01
21018,1876.0,6.0,20.8,10.0,0.0,52.8,,oxford,1,1876-06-01
21019,1876.0,7.0,24.5,13.1,0.0,21.8,,oxford,1,1876-07-01
21020,1876.0,8.0,23.8,11.9,0.0,68.3,,oxford,1,1876-08-01
21021,1876.0,9.0,17.4,9.8,0.0,148.6,,oxford,1,1876-09-01
21022,1876.0,10.0,14.8,8.8,0.0,25.9,,oxford,1,1876-10-01
21023,1876.0,11.0,9.7,4.1,5.0,83.2,,oxford,1,1876-11-01
21024,1876.0,12.0,8.8,4.9,4.0,130.2,,oxford,1,1876-12-01
21025,1877.0,1.0,9.3,3.2,3.0,118.5,,oxford,1,1877-01-01
21026,1877.0,2.0,9.4,4.0,3.0,39.9,,oxford,1,1877-02-01
21027,1877.0,3.0,9.0,2.2,9.0,50.5,,oxford,1,1877-03-01
21028,1877.0,4.0,12.1,4.3,0.0,55.0,,oxford,1,1877-04-01
21029,1877.0,5.0,14.5,5.5,4.0,58.4,,oxford,1,1877-05-01
21030,1877.0,6.0,22.2,10.5,0.0,25.5,,oxford,1,1877-06-01
21031,1877.0,7.0,21.1,11.1,0.0,85.4,,oxford,1,1877-07-01
21032,1877.0,8.0,20.5,11.9,0.0,87.3,,oxford,1,1877-08-01
21033,1877.0,9.0,15.9,7.6,0.0,63.5,,oxford,1,1877-09-01
21034,1877.0,10.0,13.7,5.2,2.0,43.1,,oxford,1,1877-10-01
21035,1877.0,11.0,10.8,4.3,0.0,98.2,,oxford,1,1877-11-01
21036,1877.0,12.0,7.8,2.3,7.0,44.6,,oxford,1,1877-12-01
21037,1878.0,1.0,7.5,2.6,8.0,44.3,,oxford,1,1878-01-01
21038,1878.0,2.0,8.8,4.2,4.0,34.2,,oxford,1,1878-02-01
21039,1878.0,3.0,9.5,2.2,9.0,19.5,,oxford,1,1878-03-01
21040,1878.0,4.0,14.1,5.5,3.0,58.4,,oxford,1,1878-04-01
21041,1878.0,5.0,17.7,8.4,0.0,126.7,,oxford,1,1878-05-01
21042,1878.0,6.0,21.1,11.1,0.0,49.0,,oxford,1,1878-06-01
21043,1878.0,7.0,22.2,12.6,0.0,29.1,,oxford,1,1878-07-01
21044,1878.0,8.0,21.7,13.1,0.0,130.7,,oxford,1,1878-08-01
21045,1878.0,9.0,18.1,9.4,0.0,34.4,,oxford,1,1878-09-01
21046,1878.0,10.0,14.1,7.4,0.0,54.1,,oxford,1,1878-10-01
21047,1878.0,11.0,6.6,2.6,5.0,58.1,,oxford,1,1878-11-01
21048,1878.0,12.0,3.1,-2.0,20.0,38.6,,oxford,1,1878-12-01
21049,1879.0,1.0,1.6,-2.8,27.0,76.5,,oxford,1,1879-01-01
21050,1879.0,2.0,6.0,1.1,9.0,84.6,,oxford,1,1879-02-01
21051,1879.0,3.0,8.6,1.1,10.0,22.3,,oxford,1,1879-03-01
21052,1879.0,4.0,9.5,2.4,7.0,62.1,,oxford,1,1879-04-01
21053,1879.0,5.0,12.9,5.2,3.0,57.6,,oxford,1,1879-05-01
21054,1879.0,6.0,17.0,10.2,0.0,110.7,,oxford,1,1879-06-01
21055,1879.0,7.0,17.5,11.4,0.0,86.8,,oxford,1,1879-07-01
21056,1879.0,8.0,18.7,11.8,0.0,128.7,,oxford,1,1879-08-01
21057,1879.0,9.0,16.6,9.5,0.0,73.6,,oxford,1,1879-09-01
21058,1879.0,10.0,12.2,6.0,0.0,18.6,,oxford,1,1879-10-01
21059,1879.0,11.0,6.7,0.9,13.0,17.4,,oxford,1,1879-11-01
21060,1879.0,12.0,3.7,-3.2,24.0,18.7,,oxford,1,1879-12-01
21061,1880.0,1.0,3.0,-2.5,22.0,11.1,,oxford,1,1880-01-01
21062,1880.0,2.0,9.0,2.4,5.0,60.9,,oxford,1,1880-02-01
21063,1880.0,3.0,11.7,2.5,7.0,35.3,,oxford,1,1880-03-01
21064,1880.0,4.0,12.2,4.7,1.0,48.7,,oxford,1,1880-04-01
21065,1880.0,5.0,15.9,6.4,0.0,21.1,,oxford,1,1880-05-01
21066,1880.0,6.0,17.9,10.0,0.0,87.6,,oxford,1,1880-06-01
21067,1880.0,7.0,19.7,12.2,0.0,155.1,,oxford,1,1880-07-01
21068,1880.0,8.0,20.5,13.2,0.0,12.7,,oxford,1,1880-08-01
21069,1880.0,9.0,19.8,11.5,0.0,88.6,,oxford,1,1880-09-01
21070,1880.0,10.0,12.2,4.9,3.0,133.5,,oxford,1,1880-10-01
21071,1880.0,11.0,9.8,3.1,9.0,47.8,,oxford,1,1880-11-01
21072,1880.0,12.0,9.3,3.6,5.0,75.7,,oxford,1,1880-12-01
21073,1881.0,1.0,1.8,-4.0,20.0,31.9,,oxford,1,1881-01-01
21074,1881.0,2.0,6.3,1.5,10.0,70.2,,oxford,1,1881-02-01
21075,1881.0,3.0,10.3,2.1,11.0,37.7,,oxford,1,1881-03-01
21076,1881.0,4.0,12.9,3.1,7.0,19.9,,oxford,1,1881-04-01
21077,1881.0,5.0,17.7,6.9,1.0,31.9,,oxford,1,1881-05-01
21078,1881.0,6.0,19.2,10.3,0.0,48.0,,oxford,1,1881-06-01
21079,1881.0,7.0,22.7,12.5,0.0,63.7,,oxford,1,1881-07-01
21080,1881.0,8.0,19.2,10.8,0.0,118.2,,oxford,1,1881-08-01
21081,1881.0,9.0,17.6,9.5,0.0,35.5,,oxford,1,1881-09-01
21082,1881.0,10.0,11.9,4.2,5.0,42.8,,oxford,1,1881-10-01
21083,1881.0,11.0,12.5,6.9,0.0,82.0,,oxford,1,1881-11-01
21084,1881.0,12.0,7.1,2.1,7.0,75.5,,oxford,1,1881-12-01
21085,1882.0,1.0,7.7,2.8,6.0,28.4,,oxford,1,1882-01-01
21086,1882.0,2.0,9.2,3.5,3.0,38.8,,oxford,1,1882-02-01
21087,1882.0,3.0,12.6,4.0,3.0,28.2,,oxford,1,1882-03-01
21088,1882.0,4.0,13.7,5.1,1.0,99.7,,oxford,1,1882-04-01
21089,1882.0,5.0,17.4,7.3,0.0,47.0,,oxford,1,1882-05-01
21090,1882.0,6.0,17.5,9.7,0.0,83.8,,oxford,1,1882-06-01
21091,1882.0,7.0,20.0,11.9,0.0,82.2,,oxford,1,1882-07-01
